Ward,Division,Dem,Rep,Ind,Other,Total,White,Black,Hispanic,Other,Male,Female,Unknown
63,1,309,226,6,55,596,290,15,13,5,181,207,208
63,2,274,214,10,59,557,293,10,13,5,192,209,156
63,3,370,311,3,65,749,359,12,16,11,254,271,226
63,4,374,262,5,64,705,285,14,33,40,221,238,249
63,5,295,200,0,39,534,261,17,36,6,170,213,154
63,6,436,223,7,70,736,240,59,60,16,236,278,223
63,7,188,87,2,6,283,207,0,0,1,54,145,84
63,8,306,207,7,49,569,287,18,29,15,180,216,174
63,9,309,233,9,72,623,304,30,26,12,203,235,185
63,10,350,300,7,40,697,370,9,26,5,224,257,217
63,11,473,246,4,47,770,414,14,15,16,239,323,208
63,12,342,220,8,46,616,310,37,18,12,196,255,165
63,13,426,219,3,71,719,339,31,18,15,222,286,213
63,14,340,237,8,43,628,297,9,25,5,187,269,175
63,15,378,172,4,63,617,263,13,21,44,165,195,257
63,16,209,219,8,42,478,257,5,7,13,153,175,151
63,17,173,233,4,21,431,201,0,7,8,135,150,146
63,18,309,243,3,29,584,237,12,27,32,174,167,244
63,19,262,200,8,40,510,250,4,17,17,159,202,151
63,20,259,210,3,43,515,256,6,5,29,153,190,174
63,21,293,125,4,52,474,205,6,15,45,158,160,157
63,22,424,129,8,41,602,281,42,10,31,177,260,165
63,23,596,299,3,74,972,456,32,17,15,289,421,262
63,24,203,167,2,46,418,176,10,14,32,131,140,148
63,25,258,111,3,38,410,193,12,27,9,132,143,135
64,1,370,146,5,56,577,222,40,27,13,162,211,207
64,2,348,255,8,52,663,341,20,9,6,226,232,207
64,3,335,145,5,55,540,248,27,23,7,189,182,175
64,4,316,195,1,45,557,271,23,13,1,167,182,209
64,5,421,223,3,62,709,319,16,32,13,199,249,262
64,6,306,200,6,51,563,291,6,19,2,170,194,204
64,7,263,173,7,31,474,238,11,12,9,140,197,139
64,8,262,185,9,38,494,252,5,13,6,155,170,171
64,9,283,153,2,32,470,217,28,18,4,141,168,164
64,10,273,162,1,38,474,218,4,23,9,148,175,152
64,11,249,191,3,34,477,183,32,14,12,136,155,186
64,12,232,99,9,35,375,136,18,9,13,100,146,134
64,13,229,215,2,31,477,262,5,5,4,121,155,202
64,14,249,166,2,28,445,187,16,10,19,136,131,180
64,15,487,194,3,38,722,359,74,35,10,189,300,236
64,16,327,203,4,48,582,254,17,34,19,174,192,216
64,17,270,158,2,34,464,206,18,30,13,144,144,178
64,18,421,279,7,50,757,322,37,35,11,241,250,268
65,1,435,230,7,45,717,412,3,5,9,222,274,222
65,2,394,196,9,51,650,365,7,19,10,211,257,182
65,3,339,94,7,55,495,158,52,33,9,135,183,177
65,4,536,159,16,45,756,460,17,8,0,238,351,167
65,5,291,72,3,41,407,119,71,40,21,129,132,148
65,6,209,51,2,31,293,80,41,30,11,83,90,122
65,7,556,275,11,72,914,423,20,17,9,296,316,302
65,8,372,117,7,48,544,205,58,31,12,161,180,203
65,9,506,155,6,53,720,345,45,24,11,235,278,211
65,10,459,324,16,86,885,426,14,27,20,278,310,299
65,11,510,124,8,62,704,245,103,56,16,247,260,198
65,12,311,58,1,26,396,74,128,25,7,154,105,139
65,13,291,74,5,43,413,175,34,25,7,139,137,140
65,14,353,39,1,33,426,80,109,57,13,122,183,122
65,15,381,47,3,43,474,115,88,41,15,136,191,148
65,16,346,106,1,40,493,174,45,41,11,140,188,166
65,17,537,128,4,55,724,254,102,59,13,223,286,221
65,18,499,88,6,45,638,165,158,42,19,166,254,221
65,19,334,114,2,44,494,226,23,31,8,163,171,162
65,20,799,241,7,49,1096,574,35,14,6,322,514,264
65,21,339,82,1,39,461,230,23,27,10,124,169,169
65,22,331,132,4,40,507,200,43,42,9,157,190,163
65,23,343,168,4,49,564,310,4,10,7,192,186,187
66,1,371,156,4,48,579,271,16,26,13,163,190,226
66,2,172,151,0,29,352,196,2,22,7,104,138,110
66,3,241,156,5,28,430,259,4,9,3,131,149,150
66,4,241,135,2,29,407,217,2,14,4,138,143,127
66,5,300,214,5,45,564,244,22,10,9,181,158,225
66,6,288,153,2,22,465,247,3,8,1,139,142,185
66,7,179,192,8,42,421,225,5,20,11,124,140,158
66,8,655,244,15,102,1016,370,136,34,21,314,377,330
66,9,283,203,3,25,514,309,0,8,6,161,190,163
66,10,292,179,1,40,512,270,26,9,12,152,188,172
66,11,267,222,7,25,521,324,5,6,4,167,213,141
66,12,360,160,6,46,572,271,38,25,8,159,218,196
66,13,256,131,1,28,416,206,8,5,9,116,138,163
66,14,312,195,6,45,558,319,4,7,5,172,183,203
66,15,418,214,5,75,712,300,64,21,12,208,272,233
66,16,208,105,5,23,341,194,2,2,1,105,118,118
66,17,206,280,6,27,519,315,6,6,8,156,174,189
66,18,336,171,4,55,566,303,5,16,12,178,212,176
66,19,363,182,9,50,604,277,41,13,8,195,228,183
66,20,357,169,4,54,584,301,10,15,8,164,201,220
66,21,547,256,11,81,895,453,29,29,13,281,331,285
66,22,516,251,8,90,865,409,25,23,48,231,290,347
66,23,368,205,6,46,625,312,11,32,14,186,214,228
66,24,342,157,5,35,539,250,48,4,10,171,197,171
66,25,185,178,4,36,403,259,1,2,6,120,142,142
66,26,378,180,3,42,603,343,10,8,3,182,224,199
66,27,266,132,6,40,444,206,6,11,4,150,152,143
66,28,302,182,7,43,534,291,9,18,9,162,184,189
66,29,322,301,7,43,673,416,2,6,10,235,247,191
66,30,262,233,5,35,535,324,2,15,3,165,188,182
66,31,335,159,7,40,541,265,11,16,13,163,176,202
66,32,432,165,6,60,663,286,44,31,11,229,261,174
66,33,370,248,6,56,680,346,32,13,11,189,252,240
66,34,259,197,6,42,504,286,1,6,5,164,172,170
66,35,360,215,7,50,632,339,13,21,12,185,231,219
66,36,405,258,12,67,742,396,16,14,6,228,268,247
66,37,362,119,6,65,552,178,35,25,6,190,210,152
66,38,280,249,4,33,566,290,9,15,11,181,203,182
66,39,328,165,9,43,545,270,25,10,15,156,204,188
66,40,237,167,5,37,446,256,8,12,14,144,168,134
66,41,565,164,4,68,801,274,93,47,13,239,304,258
66,42,249,189,2,32,472,245,3,10,5,136,170,166
66,43,358,330,8,37,733,460,7,7,5,238,258,237
66,44,327,185,4,34,550,325,4,7,7,163,204,185
66,45,192,164,5,28,389,191,4,11,2,101,129,159
66,46,221,272,5,27,525,339,3,14,2,154,209,166
